Row-names,Symbol,logFC,adj-P-Val,data
ENSG00000107290,SETX,0.03542322,1, 
ENSG00000107295,SH3GL2,-0.935528386,0.639913119, 
ENSG00000107317,PTGDS,-2.232384789,0.173685126, 
ENSG00000107331,ABCA2,-0.962634677,0.621031907, 
ENSG00000107338,SHB,-0.449999532,0.937329323, 
ENSG00000107341,UBE2R2,-0.438481642,0.639913119, 
ENSG00000107362,ABHD17B,-0.265909383,0.927211469, 
ENSG00000107371,EXOSC3,-0.639398887,0.768185457, 
ENSG00000107372,ZFAND5,-0.114150113,0.972554295, 
ENSG00000107404,DVL1,-0.098997938,1, 
ENSG00000107438,PDLIM1,0.400844529,0.822378887, 
ENSG00000107443,CCNJ,0.885714088,0.853051074, 
ENSG00000107447,DNTT,-0.456489517,0.981468455, 
ENSG00000107485,GATA3,-0.871551492,0.651090498, 
ENSG00000107518,ATRNL1,-2.139902963,0.529795052, 
ENSG00000107521,HPS1,-0.414672848,0.673018449, 
ENSG00000107537,PHYH,-0.24333932,0.929729918, 
ENSG00000107551,RASSF4,-0.070502466,1, 
ENSG00000107554,DNMBP,-1.03140559,0.505579142, 
ENSG00000107560,RAB11FIP2,0.72169532,0.648045884, 
ENSG00000107562,CXCL12,-0.902205779,0.712820404, 
ENSG00000107566,ERLIN1,0.408420848,0.92368567, 
ENSG00000107581,EIF3A,0.047074607,1, 
ENSG00000107593,PKD2L1,-0.906701106,0.686965678, 
ENSG00000107611,CUBN,-1.47341485,0.555457834, 
ENSG00000107614,TRDMT1,-0.791505538,0.772722951, 
ENSG00000107625,DDX50,-0.269513809,0.880075147, 
ENSG00000107643,MAPK8,0.034846187,1, 
ENSG00000107651,SEC23IP,0.353697067,0.863341744, 
ENSG00000107669,ATE1,-0.015492401,1, 
ENSG00000107672,NSMCE4A,0.22731304,0.926186477, 
ENSG00000107679,PLEKHA1,0.255840927,0.874829763, 
ENSG00000107719,PALD1,-2.382248479,0.3450668, 
ENSG00000107731,UNC5B,-2.05290928,0.3450668, 
ENSG00000107736,CDH23,-0.422795433,0.867600396, 
ENSG00000107742,SPOCK2,-0.567770105,0.380691376, 
ENSG00000107745,MICU1,-0.094882484,1, 
ENSG00000107758,PPP3CB,-0.330652148,0.781176637, 
ENSG00000107771,CCSER2,-0.358557394,0.706066009, 
ENSG00000107779,BMPR1A,-1.283175604,0.526916312, 
ENSG00000107789,MINPP1,0.178926638,1, 
ENSG00000107796,ACTA2,-0.83359849,0.778951949, 
ENSG00000107798,LIPA,0.193378583,1, 
ENSG00000107807,TLX1,-1.475813213,0.393346316, 
ENSG00000107816,LZTS2,-1.014821866,0.119969597, 
ENSG00000107819,SFXN3,0.169216525,0.929532958, 
ENSG00000107821,KAZALD1,-2.701039444,0.050252438, 
ENSG00000107829,FBXW4,-0.734352233,0.183570125, 
ENSG00000107831,FGF8,0.088576682,1, 
ENSG00000107833,NPM3,-0.311952822,0.989199956, 
ENSG00000107854,TNKS2,-0.126809179,0.985641899, 
ENSG00000107859,PITX3,-1.746728523,0.530537293, 
ENSG00000107862,GBF1,-0.015891693,1, 
ENSG00000107863,ARHGAP21 ENSG00000107863,0.238198594,0.823392183, 
ENSG00000107864,CPEB3,-1.103061568,0.510252415, 
ENSG00000107872,FBXL15,-1.476858541,0.562232457, 
ENSG00000107874,CUEDC2,-1.016014364,0.379007252, 
ENSG00000107882,SUFU,-1.213314865,0.092031156, 
ENSG00000107890,ANKRD26,-0.815751129,0.611044025, 
ENSG00000107897,ACBD5,-0.004974962,1, 
ENSG00000107902,LHPP,-2.616659398,0.085455696, 
ENSG00000107929,LARP4B,-0.127579105,1, 
ENSG00000107937,GTPBP4,-0.499840924,0.684518091, 
ENSG00000107938,EDRF1,0.366207605,0.902194952, 
ENSG00000107949,BCCIP,0.060876978,1, 
ENSG00000107951,MTPAP,0.019737636,1, 
ENSG00000107954,NEURL1,-0.05799612,1, 
ENSG00000107957,SH3PXD2A,-0.616127608,0.49212796, 
ENSG00000107959,PITRM1,-0.594868236,0.737764145, 
ENSG00000107968,MAP3K8,0.134870343,0.918066986, 
ENSG00000107984,DKK1,-0.582581247,0.709153815, 
ENSG00000108001,EBF3,-0.781989624,0.910917098, 
ENSG00000108010,GLRX3,-0.412930817,0.618291789, 
ENSG00000108018,SORCS1,-1.576424097,0.508788868, 
ENSG00000108039,XPNPEP1,0.310122978,0.800288251, 
ENSG00000108055,SMC3,-0.182770796,0.853103233, 
ENSG00000108061,SHOC2,0.413464824,0.639909095, 
ENSG00000108064,TFAM,-0.064801661,1, 
ENSG00000108091,CCDC6,-0.214020313,0.887096924, 
ENSG00000108094,CUL2,-0.040650113,1, 
ENSG00000108100,CCNY,0.236189722,0.790129007, 
ENSG00000108106,UBE2S,0.928465667,0.828744833, 
ENSG00000108107,RPL28,-0.43839236,0.583482909, 
ENSG00000108175,ZMIZ1,-0.189850593,0.920091754, 
ENSG00000108176,DNAJC12,-0.074177566,1, 
ENSG00000108179,PPIF ENSG00000108179,0.536553286,0.684518091, 
ENSG00000108187,PBLD ENSG00000108187,-0.839599504,0.64199092, 
ENSG00000108219,TSPAN14,0.240475756,0.860529857, 
ENSG00000108231,LGI1,0,1, 
ENSG00000108239,TBC1D12,-1.592005727,0.347239473, 
ENSG00000108242,CYP2C18,0.088842536,1, 
ENSG00000108255,CRYBA1,0.225116082,0.819834621, 
ENSG00000108256,NUFIP2,0.050756317,1, 
ENSG00000108262,GIT1,-0.155338925,0.998307453, 
ENSG00000108298,RPL19,-0.299903505,0.674790127, 
ENSG00000108306,FBXL20,-0.677299191,0.415091464, 
ENSG00000108309,RUNDC3A,-0.773739207,0.676973272, 
ENSG00000108312,UBTF,-0.242356891,0.776154495, 
ENSG00000108342,CSF3,-1.107258175,0.75086979, 
ENSG00000108344,PSMD3,-0.690134426,0.235217245, 
ENSG00000108349,CASC3,0.023019695,1, 
ENSG00000108352,RAPGEFL1,-1.826138475,0.49221566, 
ENSG00000108370,RGS9,-0.22033478,0.927211469, 
ENSG00000108375,RNF43,-0.394679264,0.963229026, 
ENSG00000108381,ASPA,0,1, 
ENSG00000108384,RAD51C,-0.458276043,0.795521839, 
ENSG00000108389,MTMR4,-0.072158836,1, 
ENSG00000108395,TRIM37,-0.501414864,0.694832356, 
ENSG00000108405,P2RX1,0.395775104,0.741659328, 
ENSG00000108406,DHX40,-0.312721345,0.765625984, 
ENSG00000108423,TUBD1,0.064827258,1, 
ENSG00000108424,KPNB1,-0.306339686,0.635104119, 
ENSG00000108433,GOSR2,1.221278154,0.453399271, 
ENSG00000108439,PNPO,-0.736025064,0.82032124, 
ENSG00000108443,RPS6KB1,0.141000853,1, 
ENSG00000108448,TRIM16L,-1.911880295,0.365977961, 
ENSG00000108465,CDK5RAP3,-0.57276328,0.788504015, 
ENSG00000108468,CBX1,-0.072831519,1, 
ENSG00000108469,RECQL5,-1.375844341,0.316330514, 
ENSG00000108474,PIGL ENSG00000108474,0.066997313,1, 
ENSG00000108479,GALK1,-0.483000648,0.968270412, 
ENSG00000108506,INTS2,-0.254794168,0.945669197, 
ENSG00000108509,CAMTA2 ENSG00000108509,-0.117739824,0.948883201, 
ENSG00000108510,MED13,0.222836191,0.833436604, 
ENSG00000108511,HOXB6,-0.733877954,0.730831541, 
ENSG00000108515,ENO3,-0.253593194,0.989252991, 
ENSG00000108518,PFN1,-0.139139542,0.900394528, 
ENSG00000108523,RNF167,-0.219734051,0.906117822, 
ENSG00000108528,SLC25A11,-0.737077327,0.522794392, 
ENSG00000108551,RASD1,-1.633482943,0.546856419, 
ENSG00000108556,CHRNE,-0.541649075,0.820709188, 
ENSG00000108557,RAI1,-1.521459169,0.032238417, 
ENSG00000108559,NUP88,-0.097530451,1, 
ENSG00000108561,C1QBP,-0.87459058,0.242849522, 
ENSG00000108576,SLC6A4 ENSG00000108576,0.038164328,1, 
ENSG00000108578,BLMH ENSG00000108578,-1.053432636,0.561029012, 
ENSG00000108582,CPD,0.081292872,1, 
ENSG00000108587,GOSR1,0.146420977,0.901589733, 
ENSG00000108588,CCDC47,0.341527347,0.828875922, 
ENSG00000108590,MED31,-0.698819531,0.894026109, 
ENSG00000108591,DRG2,-1.150001258,0.43307966, 
ENSG00000108592,FTSJ3,-0.391155633,0.75018704, 
ENSG00000108599,AKAP10,0.153141619,0.948499874, 
ENSG00000108602,ALDH3A1,-1.156725399,0.685735204, 
ENSG00000108604,SMARCD2,0.002779097,1, 
ENSG00000108622,ICAM2,0.161341229,1, 
ENSG00000108639,SYNGR2,-0.347238436,0.748895651, 
ENSG00000108641,B9D1,-1.464529145,0.431744234, 
ENSG00000108651,UTP6,-0.196882127,0.968270412, 
ENSG00000108654,DDX5,-0.027753483,1, 
ENSG00000108666,C17orf75,-0.496143547,0.842482412, 
ENSG00000108669,CYTH1,0.084287733,0.975031683, 
ENSG00000108671,PSMD11,-0.482523772,0.747640827, 
ENSG00000108679,LGALS3BP ENSG00000108679,-1.099526602,0.4079457, 
ENSG00000108684,ASIC2,-2.62634342,0.244533431, 
ENSG00000108691,CCL2,-0.682850077,0.854425975, 
ENSG00000108700,CCL8,0.504253231,0.82121818, 
ENSG00000108733,PEX12,-0.488681038,0.957099368, 
ENSG00000108759,KRT32 ENSG00000108759,-0.993274039,0.758555215, 
ENSG00000108771,DHX58 ENSG00000108771,0.17913792,1, 
ENSG00000108773,KAT2A,-0.549005266,0.897573151, 
ENSG00000108774,RAB5C,-0.097571996,0.97381847, 
ENSG00000108784,NAGLU,0.900394109,0.790108936, 
ENSG00000108785,HSD17B1P1,-0.533634682,0.735994975, 
ENSG00000108786,HSD17B1,-0.274362615,0.747640827, 
ENSG00000108788,MLX,-0.387251851,0.807505174, 
ENSG00000108797,CNTNAP1,0.978334954,0.767874229, 
ENSG00000108798,ABI3,0.325213331,0.775319922, 
ENSG00000108799,EZH1,0.02285599,1, 
ENSG00000108813,DLX4,-2.520563647,0.060995298, 
ENSG00000108819,PPP1R9B,-0.34554938,0.79511356, 
ENSG00000108821,COL1A1 ENSG00000108821,-1.92570637,0.606973111, 
ENSG00000108823,SGCA ENSG00000108823,-0.61973826,0.911802619, 
ENSG00000108825,PTGES3L-AARSD1,1.528692397,0.665598599, 
ENSG00000108826,MRPL27,0.585720996,0.871074539, 
ENSG00000108828,VAT1,-0.45838401,0.670924153, 
ENSG00000108829,LRRC59,0.02907718,1, 
ENSG00000108830,RND2 ENSG00000108830,-1.570574775,0.561478962, 
ENSG00000108839,ALOX12,0.23519123,0.910917098, 
ENSG00000108840,HDAC5,-0.105091323,0.957099368, 
ENSG00000108846,ABCC3,0.05820989,1, 
ENSG00000108848,LUC7L3,-0.045161211,1, 
ENSG00000108849,PPY,-2.04816764,0.204767418, 
ENSG00000108852,MPP2,-2.522371064,0.120585912, 
ENSG00000108854,SMURF2,-0.133378232,1, 
ENSG00000108861,DUSP3,-0.00137358,1, 
ENSG00000108878,CACNG1,-0.729509176,0.791334007, 
ENSG00000108883,EFTUD2,-0.25360452,0.802399854, 
ENSG00000108924,HLF,-0.490412514,0.87190004, 
ENSG00000108932,SLC16A6 ENSG00000108932,-0.056512984,1, 
ENSG00000108946,PRKAR1A,0.283579444,0.606973111, 
ENSG00000108947,EFNB3,-1.716530046,0.510505937, 
ENSG00000108950,FAM20A,0.003346863,1, 
ENSG00000108960,MMD,0.529616883,0.659722487, 
ENSG00000108961,RANGRF,0.417223012,0.960962627, 
ENSG00000108963,DPH1,-1.153094938,0.305271642, 
ENSG00000108984,MAP2K6 ENSG00000108984,0.765380609,0.728722066, 
ENSG00000109016,DHRS7B,-1.412219933,0.454449006, 
ENSG00000109046,WSB1,0.282088473,0.674343286, 
ENSG00000109047,RCVRN,-2.790395442,0.114808178, 
ENSG00000109061,MYH1,-0.342856384,0.643797843, 
ENSG00000109062,SLC9A3R1,-0.145253585,0.904647848, 
ENSG00000109063,MYH3,-0.097014263,1, 
ENSG00000109065,NAT9 ENSG00000109065,-0.36998126,0.947077259, 
ENSG00000109066,TMEM104,-0.569924071,0.832892737, 
ENSG00000109072,VTN,0.201838731,0.926230088, 
ENSG00000109079,TNFAIP1,-0.67788486,0.432289281, 
ENSG00000109083,IFT20,-0.075949295,1, 
ENSG00000109084,TMEM97,-0.250122969,1, 
ENSG00000109089,CDR2L,-1.219243209,0.707383414, 
ENSG00000109099,PMP22,-1.021908559,0.843996014, 
ENSG00000109103,UNC119,-0.646521974,0.827284442, 
ENSG00000109107,ALDOC,-1.842063325,0.485584293, 
ENSG00000109111,SUPT6H,-0.424039914,0.690112653, 
ENSG00000109113,RAB34,-0.780781944,0.804712283, 
ENSG00000109118,PHF12,-0.528311759,0.730831541, 
ENSG00000109132,PHOX2B,-1.345914054,0.480976155, 
ENSG00000109133,TMEM33,-0.089980149,1, 
ENSG00000109158,GABRA4,0.099222538,1, 
ENSG00000109171,SLAIN2,0.162919101,0.935616352, 
ENSG00000109180,OCIAD1,0.161371072,0.95622424, 
ENSG00000109182,CWH43,-0.58776451,0.778951949, 
ENSG00000109184,DCUN1D4,-0.107805747,1, 
ENSG00000109189,USP46,0.177399263,1, 
ENSG00000109208,SMR3A,-1.590368135,0.320598392, 
ENSG00000109220,CHIC2,0.616034026,0.749333078, 
ENSG00000109255,NMU,-0.762293716,0.643962758, 
ENSG00000109270,LAMTOR3,0.098493888,1, 
ENSG00000109272,PF4V1,0.296454644,0.921816666, 
ENSG00000109320,NFKB1,-0.215473991,0.871685702, 
ENSG00000109321,AREG ENSG00000109321,-0.538890454,0.657202052, 
ENSG00000109323,MANBA,0.738524925,0.470608835, 
ENSG00000109332,UBE2D3,-0.058202303,1, 
ENSG00000109339,MAPK10 ENSG00000109339,0.299179378,0.996225639, 
ENSG00000109381,ELF2,0.086990034,0.993154483, 
ENSG00000109390,NDUFC1,0.075320278,1, 
ENSG00000109424,UCP1,0,1, 
ENSG00000109436,TBC1D9 ENSG00000109436,0.199499658,0.883713065, 
ENSG00000109445,ZNF330,-0.26272488,0.898144256, 
ENSG00000109452,INPP4B,0.017055258,1, 
ENSG00000109458,GAB1,0.182638382,0.940579439, 
ENSG00000109466,KLHL2,0.162028425,0.99834187, 
ENSG00000109472,CPE,-0.73561719,0.878104496, 
ENSG00000109475,RPL34,-0.352737814,0.625981321, 
ENSG00000109501,WFS1,-2.825495645,0.050056879, 
ENSG00000109519,GRPEL1,-0.1199231,0.955602852, 
ENSG00000109534,GAR1,-0.951433625,0.801539554, 
ENSG00000109572,CLCN3,0.20143535,0.900167286, 
ENSG00000109576,AADAT,0,1, 
ENSG00000109586,GALNT7,-0.427943948,0.926612573, 
ENSG00000109606,DHX15,-0.141347239,0.890431498, 
ENSG00000109610,SOD3,-3.612987144,0.051895328, 
ENSG00000109618,SEPSECS,0.294475177,0.873383458, 
ENSG00000109654,TRIM2,-0.547150402,0.747012234, 
ENSG00000109667,SLC2A9,-0.658451786,0.883925004, 
ENSG00000109670,FBXW7,0.161051461,0.856125253, 
ENSG00000109674,NEIL3,0.326134335,0.989236758, 
ENSG00000109680,TBC1D19,-0.183875042,1, 
ENSG00000109684,CLNK ENSG00000109684,1.196145751,0.703040686, 
ENSG00000109686,SH3D19,-0.413865642,0.957099368, 
ENSG00000109689,STIM2,-0.792176136,0.63640505, 
ENSG00000109705,NKX3-2,-0.970675799,0.810613263, 
ENSG00000109736,MFSD10,-0.870512013,0.762652027, 
ENSG00000109738,GLRB,-1.498060301,0.265650916, 
ENSG00000109743,BST1,0.308754456,0.998307453, 
ENSG00000109756,RAPGEF2,-0.537058353,0.504620181, 
ENSG00000109758,HGFAC,-2.307029056,0.491030554, 
ENSG00000109762,SNX25,-0.554756238,0.792671691, 
ENSG00000109771,LRP2BP,0.553962784,0.704763119, 
ENSG00000109775,UFSP2,-0.469906666,0.887674342, 
ENSG00000109787,KLF3,-0.173843467,0.823392183, 
ENSG00000109790,KLHL5,0.048266634,1, 
ENSG00000109794,FAM149A,-1.235018278,0.672130865, 
ENSG00000109805,NCAPG,0.105162622,1, 
ENSG00000109814,UGDH,-0.513129739,0.879537893, 
ENSG00000109819,PPARGC1A,-0.597280772,0.909164799, 
ENSG00000109832,DDX25,0,1, 
ENSG00000109846,CRYAB,0.107912278,1, 
ENSG00000109851,DBX1,-3.457106435,0.018514833, 
ENSG00000109854,HTATIP2,0.269936644,0.978300646, 
ENSG00000109861,CTSC,0.284134341,0.805791203, 
ENSG00000109881,CCDC34,-2.084125987,0.497905367, 
ENSG00000109906,ZBTB16,-0.777285908,0.517782063, 
ENSG00000109911,ELP4,-0.766731341,0.653347311, 
ENSG00000109927,TECTA,-1.476082283,0.503611613, 
ENSG00000109929,SC5D,0.943505447,0.684518091, 
ENSG00000109943,CRTAM,-0.228209136,1, 
ENSG00000109956,B3GAT1,-1.422658921,0.323546252, 
ENSG00000109971,HSPA8,-0.375904784,0.511000711, 
ENSG00000109991,P2RX3,-1.116077473,0.704694474, 
ENSG00000110002,VWA5A,-0.374441763,0.928691735, 
ENSG00000110011,DNAJC4,0.039670908,1, 
ENSG00000110013,SIAE,0.205580749,0.932942398, 
ENSG00000110025,SNX15,0.155404601,1, 
ENSG00000110031,LPXN ENSG00000110031,-0.611207448,0.703695777, 
ENSG00000110042,DTX4,0.312449541,0.893082372, 
ENSG00000110046,ATG2A,-0.81227133,0.623371624, 
ENSG00000110047,EHD1,0.067784191,0.993154483, 
ENSG00000110048,OSBP,-0.13531495,0.963146811, 
ENSG00000110057,UNC93B1,-0.896744937,0.304711784, 
ENSG00000110060,PUS3,-0.284493724,0.992576787, 
ENSG00000110063,DCPS,-0.177664615,1, 
ENSG00000110074,FOXRED1,-1.492614073,0.529816108, 
ENSG00000110075,PPP6R3,0.002825975,1, 
ENSG00000110076,NRXN2,-1.953324582,0.323644178, 
ENSG00000110077,MS4A6A,-0.520309662,0.787028955, 
ENSG00000110079,MS4A4A,0.666424548,0.809464291, 
ENSG00000110080,ST3GAL4,-0.5106491,0.666444992, 
ENSG00000110090,CPT1A ENSG00000110090,0.613968567,0.533556148, 
ENSG00000110092,CCND1 ENSG00000110092,-0.0784649,0.98060542, 
ENSG00000110104,CCDC86 ENSG00000110104,0.429832829,0.926427311, 
ENSG00000110107,PRPF19 ENSG00000110107,-0.582569746,0.533241529, 
ENSG00000110108,TMEM109,-1.106367119,0.748895651, 
ENSG00000110148,CCKBR,-1.04544366,0.526916312, 
ENSG00000110169,HPX,-0.950053041,0.771315571, 
ENSG00000110171,TRIM3,-0.934826439,0.823392183, 
ENSG00000110200,ANAPC15,0.115391731,1, 
ENSG00000110203,FOLR3,-1.412022453,0.567687337, 
ENSG00000110218,PANX1,-0.006920393,1, 
ENSG00000110237,ARHGEF17,-0.977137133,0.550386496, 
ENSG00000110243,APOA5,-0.304972368,1, 
ENSG00000110244,APOA4,-1.683334132,0.612653464, 
ENSG00000110245,APOC3,0.684827894,0.79091555, 
ENSG00000110274,CEP164,-0.992032242,0.092613695, 
ENSG00000110315,RNF141,-0.18873868,0.970893368, 
ENSG00000110321,EIF4G2,0.040117098,1, 
ENSG00000110324,IL10RA,0.021243223,1, 
ENSG00000110328,GALNT18,-0.417898998,0.921816666, 
ENSG00000110330,BIRC2,-0.218251552,0.863341744, 
ENSG00000110344,UBE4A,-0.133218198,0.97266335, 
ENSG00000110367,DDX6,-0.362460641,0.56592745, 
ENSG00000110375,UPK2,-0.941834328,0.712820404, 
ENSG00000110395,CBL,-0.064578011,1, 
ENSG00000110422,HIPK3,0.154371097,0.867255431, 
ENSG00000110427,KIAA1549L,-1.433870505,0.34693752, 
ENSG00000110429,FBXO3,0.226403517,0.829547337, 
ENSG00000110435,PDHX,-0.055748461,1, 
ENSG00000110436,SLC1A2,0.30497565,0.990447366, 
ENSG00000110442,COMMD9,0.465471416,0.900394528, 
ENSG00000110446,SLC15A3,-0.866331846,0.704763119, 
ENSG00000110448,CD5,-0.447344467,0.827875508, 
ENSG00000110455,ACCS,-0.066218684,1, 
ENSG00000110484,SCGB2A2,-0.589390548,0.900394528, 
ENSG00000110492,MDK,0.624458568,0.826764554, 
ENSG00000110497,AMBRA1,-0.528564391,0.769891568, 
ENSG00000110514,MADD ENSG00000110514,0.166775289,0.842482412, 
ENSG00000110583,NAA40 ENSG00000110583,0.076538328,1, 
ENSG00000110651,CD81,-1.044377861,0.528982806, 
ENSG00000110660,SLC35F2,0.730195728,0.884371354, 
ENSG00000110665,C11orf21,-0.098082987,0.989128626, 
ENSG00000110675,ELMOD1,-0.849333565,0.779021629, 
ENSG00000110693,SOX6 ENSG00000110693,-0.668655165,0.591395716, 
ENSG00000110696,C11orf58,0.132025206,0.917411976, 
ENSG00000110697,PITPNM1,-0.68693817,0.422168405, 
ENSG00000110700,RPS13,-0.33060511,0.704466971, 
ENSG00000110711,AIP,-0.258758504,0.842482412, 
ENSG00000110713,NUP98,-0.203131107,0.933893916, 
ENSG00000110717,NDUFS8,-0.461988394,0.751053622, 
ENSG00000110719,TCIRG1 ENSG00000110719,0.034909329,1, 
ENSG00000110721,CHKA ENSG00000110721,-0.845295927,0.774485268, 
ENSG00000110723,EXPH5,1.299697211,0.797632103, 
ENSG00000110777,POU2AF1,-0.913744128,0.313317282, 
ENSG00000110786,PTPN5,-2.025902946,0.3450668, 
ENSG00000110799,VWF ENSG00000110799,-0.317854054,0.823392183, 
ENSG00000110801,PSMD9,-0.983197543,0.687969696, 
ENSG00000110841,PPFIBP1,-0.485655994,0.508788868, 
ENSG00000110844,PRPF40B,-1.250248923,0.490719887, 
ENSG00000110848,CD69,-0.554457743,0.789124869, 
ENSG00000110851,PRDM4,0.206025579,0.914230547, 
ENSG00000110852,CLEC2B,0.222264849,0.944000739, 
ENSG00000110871,COQ5,-0.884968433,0.665598599, 
ENSG00000110876,SELPLG,-0.069382868,1, 
ENSG00000110880,CORO1C,0.274663747,0.809464291, 
ENSG00000110881,ASIC1,-1.532151581,0.388778198, 
ENSG00000110887,DAO,-1.861393276,0.202138982, 
ENSG00000110888,CAPRIN2,-0.475563627,0.716558148, 
ENSG00000110900,TSPAN11,-3.024869848,0.240680286, 
ENSG00000110906,KCTD10,0.110905429,1, 
ENSG00000110911,SLC11A2,0.774270597,0.768062234, 
ENSG00000110917,MLEC,-0.12657713,1, 
ENSG00000110921,MVK,-0.989091809,0.619314333, 
ENSG00000110925,CSRNP2,0.163785564,1, 
ENSG00000110931,CAMKK2,0.402140752,0.789124869, 
ENSG00000110934,BIN2,0.36298918,0.468967633, 
ENSG00000110944,IL23A,-0.789293788,0.767822025, 
ENSG00000110958,PTGES3,-0.174960805,0.82032124, 
ENSG00000110975,SYT10,-0.413498603,0.842482412, 
ENSG00000111011,RSRC2,0.075943872,0.98650888, 
ENSG00000111012,CYP27B1,-0.906539463,0.83731514, 
ENSG00000111046,MYF6,1.047080723,0.606973111, 
ENSG00000111049,MYF5,-1.825719737,0.413681235, 
ENSG00000111052,LIN7A,-1.358613922,0.730917004, 
ENSG00000111057,KRT18,-0.875545023,0.617472834, 
ENSG00000111058,ACSS3,-2.054597394,0.436052597, 
ENSG00000111087,GLI1,-2.743147002,0.252611889, 
ENSG00000111110,PPM1H,0.315837682,0.982658238, 
ENSG00000111142,METAP2,-0.197004239,0.844509941, 
ENSG00000111144,LTA4H,-0.159470193,0.913600052, 
ENSG00000111145,ELK3,0.504401613,0.516922397, 
ENSG00000111181,SLC6A12,-1.457714817,0.528731377, 
ENSG00000111186,WNT5B,-1.873425565,0.43752011, 
ENSG00000111196,MAGOHB ENSG00000111196,1.129822559,0.413853343, 
ENSG00000111199,TRPV4,-1.103040349,0.617357778, 
ENSG00000111203,ITFG2,-0.316274507,0.921596272, 
ENSG00000111206,FOXM1,0.11490743,1, 
ENSG00000111218,PRMT8,-0.741458861,0.897166424, 
ENSG00000111224,PARP11,0.503885952,0.768687953, 
ENSG00000111229,ARPC3 ENSG00000111229,-0.214179139,0.791912975, 
ENSG00000111231,GPN3,-0.161980404,1, 
ENSG00000111237,VPS29,0.416133487,0.730831541, 
ENSG00000111241,FGF6,-0.51532279,0.880075147, 
ENSG00000111245,MYL2,-1.069867776,0.706725578, 
ENSG00000111247,RAD51AP1,-0.721663398,0.845523361, 
ENSG00000111249,CUX2,-0.289781411,1, 
ENSG00000111252,SH2B3,-0.317780895,0.659906319, 
ENSG00000111254,AKAP3,0.396240625,0.773917386, 
ENSG00000111262,KCNA1,-1.706322251,0.595460224, 
ENSG00000111269,CREBL2,-0.198645349,0.93913035, 
ENSG00000111271,ACAD10,-0.740568805,0.871734532, 
ENSG00000111275,ALDH2,-0.297539346,0.914230547, 
ENSG00000111276,CDKN1B,-0.693506403,0.212617372, 
ENSG00000111291,GPRC5D,0.028765321,1, 
ENSG00000111300,NAA25,-0.162937268,1, 
ENSG00000111319,SCNN1A,-1.822248504,0.446239279, 
ENSG00000111321,LTBR,-1.163765768,0.720400246, 
ENSG00000111325,OGFOD2 ENSG00000111325,-1.662848101,0.67289852, 
ENSG00000111328,CDK2AP1 ENSG00000111328,0.286975973,0.897166424, 
ENSG00000111331,OAS3,-0.010318482,1, 
ENSG00000111335,OAS2,-0.395082352,0.786163761, 
ENSG00000111339,ART4,-0.803808749,0.657202052, 
ENSG00000111341,MGP,-0.782466342,0.580381961, 
ENSG00000111344,RASAL1,-0.966736807,0.617199244, 
ENSG00000111348,ARHGDIB,0.016257657,1, 
ENSG00000111358,GTF2H3,0.230940138,0.963146811, 
ENSG00000111361,EIF2B1,-0.553135744,0.655774753, 
ENSG00000111364,DDX55 ENSG00000111364,-0.421364305,0.844993653, 
ENSG00000111371,SLC38A1,-0.285436018,0.870720746, 
ENSG00000111405,ENDOU,0.795519668,0.783945618, 
ENSG00000111424,VDR,-0.333071072,0.917411976, 
ENSG00000111432,FZD10,-3.687595652,0.062022729, 
ENSG00000111445,RFC5,-1.075775129,0.542634674, 
ENSG00000111450,STX2,-1.16666877,0.679873599, 
ENSG00000111481,COPZ1,-0.012752997,1, 
ENSG00000111490,TBC1D30,-0.959803413,0.648045884, 
ENSG00000111530,CAND1,0.346936434,0.818301733, 
ENSG00000111537,IFNG,-0.574155341,0.878104496, 
ENSG00000111540,RAB5B,-0.119971387,1, 
ENSG00000111554,MDM1,0.750085948,0.34635845, 
ENSG00000111581,NUP107,-0.215263451,0.971780028, 
ENSG00000111596,CNOT2,-0.002573904,1, 
ENSG00000111602,TIMELESS,0.215796785,0.968270412, 
ENSG00000111605,CPSF6,-0.008727015,1, 
ENSG00000111615,KRR1,0.05976544,1, 
ENSG00000111639,MRPL51,-0.826210522,0.18234511, 
ENSG00000111640,GAPDH,-0.136456788,0.878976921, 
ENSG00000111641,NOP2,-0.236333599,0.966893581, 
ENSG00000111642,CHD4,-0.306304003,0.743440886, 
ENSG00000111644,ACRBP,0.453291246,0.79661435, 
ENSG00000111647,UHRF1BP1L,-0.455879528,0.670581966, 
ENSG00000111652,COPS7A,-1.038224321,0.28499777, 
ENSG00000111653,ING4,0.103741006,1, 
ENSG00000111664,GNB3,-1.526797442,0.614714002, 
ENSG00000111665,CDCA3,-2.195912896,0.32929743, 
ENSG00000111666,CHPT1,-0.612874542,0.69995006, 
ENSG00000111667,USP5,-0.147218844,0.989236758, 
ENSG00000111669,TPI1,-0.031032538,1, 
ENSG00000111670,GNPTAB,-0.113773878,1, 
ENSG00000111671,SPSB2,-0.964670262,0.738228739, 
ENSG00000111674,ENO2,0.182145082,0.977274333, 
ENSG00000111676,ATN1,-0.141283129,0.969970386, 
ENSG00000111678,C12orf57,-0.108810492,0.978300646, 
ENSG00000111679,PTPN6,-0.120839026,0.947894639, 
ENSG00000111684,LPCAT3,-0.427428685,0.961781909, 
ENSG00000111696,NT5DC3,0.763428306,0.830723402, 
ENSG00000111704,NANOG,0.201989658,1, 
